Sagarawat Electricals,,,,,
List of Items,,,,,
Name,Parent Group,Unit,Price,Disc,Nett
CROMPTON LED PANEL 15W QTZ,CROMPTON LUMS,Nos,300,,300
CROMPTON LED PANEL 15W SQ 3 IN 1,CROMPTON LSRD,Nos,360,,360
CROMPTON LED PANEL 15W STAR LORD,CROMPTON LSRD,Nos,315,,315
CROMPTON LED PANEL 15W STAR SLIM,CROMPTON LSRD,Nos,405,,405
CROMPTON LED PANEL 15W TRIO,CROMPTON LSRD,Nos,560,,560
CROMPTON LED PANEL 18W QTZ,CROMPTON LUMS,Nos,500,,500
CROMPTON LED PANEL 18W STAR SLIM,CROMPTON LSRD,Nos,550,,550
CROMPTON LED PANEL 20W STAR LORD,CROMPTON LSRD,Nos,480,,480
CROMPTON LED PANEL 36W 2'x2',CROMPTON LSRD,Nos,1400,,1400
CROMPTON LED PANEL 5W SQ 3 IN 1,CROMPTON LSRD,Nos,230,,230
CROMPTON LED PANEL SURFACE  7W VEGA NXT,CROMPTON LSRD,Nos,300,,300
CROMPTON LED PANEL SURFACE 10W VEGA NXT,CROMPTON LSRD,Nos,365,,365
CROMPTON LED PANEL SURFACE 15W VEGA NXT,CROMPTON LSRD,Nos,405,,405
CROMPTON LED POSTTOP 40W- LPTO,CROMPTON LUMS,Nos,6500,,6500
CROMPTON LED S.LIGHT 25W,CROMPTON LUMS,Nos,1100,,1100
CROMPTON LED S.LIGHT 45W,CROMPTON LUMS,Nos,1850,,1850
CROMPTON LED S.LIGHT 60W,CROMPTON LUMS,Nos,2700,,2700
CROMPTON LED S.LIGHT 90W,CROMPTON LUMS,Nos,3650,,3650
CROMPTON LED S.LIGHT150W,CROMPTON LUMS,Nos,5500,,5500
CROMPTON LED WELL GLASS CIP-311-35W,CROMPTON LUMS,Nos,1450,,1450
CROMPTON LED WELL GLASS CIP-311-40W,CROMPTON LUMS,Nos,1600,,1600
CROMPTON MH LAMP  70W DE,CROMPTON LUMS,Nos,350,,350
CROMPTON MH LAMP 150W DE,CROMPTON LUMS,Nos,400,,400
CROMPTON MIXER GRINDER 500 WATT,APPLIANCES,Nos,2000,,2000
CROMPTON MIXER GRINDER 750 WATT,APPLIANCES,Nos,3200,,3200
CROMPTON MIXER GRINDER 800 WATT,APPLIANCES,Nos,3500,,3500
CROMPTON MV LAMP 125W ES,CROMPTON LUMS,Nos,140,,140
CROMPTON MV LAMP 250W E40,CROMPTON LUMS,Nos,290,,290
CROMPTON MV LAMP 400W E40,CROMPTON LUMS,Nos,325,,325
CROMPTON OIL FILLED HEATER 9 FINS,APPLIANCES,Nos,9800,,9800
CROMPTON ROOM HEATER INSTACOMFORT 2000W,APPLIANCES,Nos,1650,,1650
CROMPTON STAR STRIKO 3W,CROMPTON LSRD,Nos,90,,90
CROMPTON STAR STRIKO PRO 5W,CROMPTON LSRD,Nos,100,,100
CROMPTON SV LAMP  70W(I),CROMPTON LUMS,Nos,260,,260
CROMPTON SV LAMP 150W-T,CROMPTON LUMS,Nos,350,,350
CROMPTON SV LAMP 250W-T,CROMPTON LUMS,Nos,310,,310
CROMPTON SV LAMP 400W-T,CROMPTON LUMS,Nos,450,,450
CROMPTON TUBE ROD FTL 18W,CROMPTON LSRD,Nos,48,,48
CROMPTON TUBE ROD FTL 36W,CROMPTON LSRD,Nos,48,,48
CROMPTON WALL FAN TORPEDO 300MM,CROMPTON FANS,Nos,2600,,2600
CROMPTONTUBE FTL36W S.GLOW 5 STAR,CROMPTON LSRD,Nos,80,,80
CROMTON MOTOR,INDL,Nos,49900,,49900
CROMTON MOTOR  15HP/11.25Kw 4 POLE,INDL,Nos,49900,,49900
CROMTON MOTOR  1HP/0.75Kw 4 POLE,INDL,Nos,5980,,5980
CROMTON MOTOR  2HP/1.5Kw 6 POLE,INDL,Nos,12075,,12075
CROMTON MOTOR  3HP/2.2Kw 4 POLE,INDL,Nos,10950,,10950
CROMTON MOTOR  5HP/3.7Kw 2 POLE,INDL,Nos,12500,,12500
CROMTON MOTOR  5HP/3.7Kw 4 POLE,INDL,Nos,13900,,13900
CROMTON MOTOR  7.5HP/5.5Kw 4 POLE,INDL,Nos,19500,,19500
CROMTON MOTOR 10HP/7.5Kw 4 POLE,INDL,Nos,22950,,22950
CROMTON MOTOR 30HP/22.5Kw 2 POLE,INDL,Nos,80500,,80500
CROMTON MOTOR 40HP/30Kw 4 POLE,INDL,Nos,88500,,88500
CROMTON MOTOR 50HP/37Kw 4 POLE,INDL,Nos,102300,,102300
CROMTON MOTOR 75HP/56Kw 4 POLE,INDL,Nos,205900,,205900
CROWN PIPE 25mm X 0.8mm Grey,PIPE & ACC,Nos,35,,35
CT COIL   50/5A,INDL,Nos,350,,350
CT COIL   60/5A,INDL,Nos,350,,350
CT COIL  100/5A,INDL,Nos,350,,350
CT COIL  150/5A,INDL,Nos,350,,350
CT COIL  200/5A,INDL,Nos,350,,350
CT COIL  250/5A,INDL,Nos,450,,450
CT COIL  300/5A,INDL,Nos,600,,600
CT COIL  400/5A,INDL,Nos,600,,600
CT COIL 2000/5A,INDL,Nos,2450,,2450
DEEP J. BOX MS,MS,Nos,30,,30
DESIRE SPARE LED PLATE 30W SL,LED,Nos,350,,350
DIGITAL TIMER 5 PIN FRNT,INDL,Nos,900,,900
DL FAN J. BOX MS,DILAWARI,Nos,50,,50
DL METAL BOX  2M,DILAWARI,Nos,35,,35
DL METAL BOX  3M,DILAWARI,Nos,40,,40
DL METAL BOX  4M,DILAWARI,Nos,45,,45
DL METAL BOX  6M,DILAWARI,Nos,70,,70
DL METAL BOX  8M HZ,DILAWARI,Nos,80,,80
DL METAL BOX  8M SQ,DILAWARI,Nos,80,,80
DL METAL BOX 12M,DILAWARI,Nos,100,,100
DL METAL BOX 16M,DILAWARI,Nos,120,,120
DL METAL BOX 18M,DILAWARI,Nos,135,,135
DL POWDER COATED FAN BOX MS,DILAWARI,Nos,60,,60
DNGO PLATE TYPE A. HOLDER,HIFI,Nos,122,45,67.1
DNGO PLATE TYPE B. HOLDER,HIFI,Nos,122,45,67.1
DNGO PLATE TYPE C. ROSE,HIFI,Nos,110,45,60.5
DO FUSE HT,INDL,Nos,50,,50
DOWELLS GLAND,DOWELLS,Nos,100,,100
DOWELLS GLAND DC BRASS 16mm,DOWELLS,Nos,310,,310
DOWELLS GLAND DC BRASS 19mm,DOWELLS,Nos,355,,355
DOWELLS GLAND DC BRASS 22mm,DOWELLS,Nos,480,,480
DOWELLS GLAND DC BRASS 25mm,DOWELLS,Nos,610,,610
DOWELLS GLAND DC BRASS 32mm,DOWELLS,Nos,800,,800
DOWELLS GLAND DC BRASS 35mm,DOWELLS,Nos,960,,960
DOWELLS GLAND DC BRASS 38mm,DOWELLS,Nos,1130,,1130
DOWELLS GLAND DC BRASS 45mm,DOWELLS,Nos,1550,,1550
DOWELLS GLAND DC BRASS 50mm,DOWELLS,Nos,1700,,1700
DOWELLS GLAND DC BRASS 57mm,DOWELLS,Nos,1980,,1980
DOWELLS GLAND DC BRASS 63mm,DOWELLS,Nos,2700,,2700
DOWELLS GLAND SC BRASS 12mm,DOWELLS,Nos,90,,90
DOWELLS GLAND SC BRASS 16mm,DOWELLS,Nos,90,,90
DOWELLS GLAND SC BRASS 19mm,DOWELLS,Nos,105,,105
DOWELLS GLAND SC BRASS 22mm,DOWELLS,Nos,125,,125
DOWELLS GLAND SC BRASS 25mm,DOWELLS,Nos,190,,190
DOWELLS GLAND SC BRASS 28mm,DOWELLS,Nos,225,,225
DOWELLS GLAND SC BRASS 32mm,DOWELLS,Nos,315,,315
DOWELLS GLAND SC BRASS 35mm,DOWELLS,Nos,395,,395
DOWELLS GLAND SC BRASS 38mm,DOWELLS,Nos,465,,465
DOWELLS GLAND SC BRASS 45mm,DOWELLS,Nos,565,,565
DOWELLS GLAND SC BRASS 50mm,DOWELLS,Nos,690,,690
DOWELLS GLAND SC BRASS 57mm,DOWELLS,Nos,890,,890
DOWELLS GLAND SC BRASS 63mm,DOWELLS,Nos,1025,,1025
DOWELLS LUGS ALS HOLE  10MM,DOWELLS,Nos,5,,5
DOWELLS LUGS ALS HOLE  16MM,DOWELLS,Nos,5,,5
DOWELLS LUGS ALS HOLE  25MM,DOWELLS,Nos,10,,10
DOWELLS LUGS ALS HOLE  35MM,DOWELLS,Nos,10,,10
DOWELLS LUGS ALS HOLE  50MM,DOWELLS,Nos,15,,15
DOWELLS LUGS ALS HOLE  70MM,DOWELLS,Nos,20,,20
DOWELLS LUGS ALS HOLE  95MM,DOWELLS,Nos,25,,25
DOWELLS LUGS ALS HOLE 120MM,DOWELLS,Nos,35,,35
DOWELLS LUGS ALS HOLE 150MM,DOWELLS,Nos,45,,45
DOWELLS LUGS ALS HOLE 185MM,DOWELLS,Nos,60,,60
DOWELLS LUGS ALS HOLE 240MM,DOWELLS,Nos,100,,100
DOWELLS LUGS ALS HOLE 300MM,DOWELLS,Nos,130,,130
DOWELLS LUGS ALS HOLE 400MM,DOWELLS,Nos,200,,200
DOWELLS LUGS ALS INLINE  16MM,DOWELLS,Nos,5,,5
DOWELLS LUGS ALS INLINE  25MM,DOWELLS,Nos,5,,5
DOWELLS LUGS ALS INLINE  35MM,DOWELLS,Nos,10,,10
DOWELLS LUGS ALS INLINE  50MM,DOWELLS,Nos,15,,15
DOWELLS LUGS ALS INLINE  70MM,DOWELLS,Nos,20,,20
DOWELLS LUGS ALS INLINE  95MM,DOWELLS,Nos,25,,25
DOWELLS LUGS ALS INLINE 120MM,DOWELLS,Nos,35,,35
DOWELLS LUGS ALS INLINE 150MM,DOWELLS,Nos,40,,40
DOWELLS LUGS ALS INLINE 185MM,DOWELLS,Nos,70,,70
DOWELLS LUGS ALS INLINE 240MM,DOWELLS,Nos,90,,90
DOWELLS LUGS ALS INLINE 300MM,DOWELLS,Nos,115,,115
DOWELLS LUGS ALS INLINE 400MM,DOWELLS,Nos,185,,185
DOWELLS LUGS ALS PIN  16MM,DOWELLS,Nos,15,,15
DOWELLS LUGS ALS PIN  25MM,DOWELLS,Nos,30,,30
DOWELLS LUGS ALS PIN  35MM,DOWELLS,Nos,40,,40
DOWELLS LUGS ALS PIN  50MM,DOWELLS,Nos,55,,55
DOWELLS LUGS ALS PIN  70MM,DOWELLS,Nos,80,,80
DOWELLS LUGS ALS PIN  95MM,DOWELLS,Nos,120,,120
DOWELLS LUGS ALS PIN 120MM,DOWELLS,Nos,150,,150
DOWELLS LUGS ALS PIN 150MM,DOWELLS,Nos,150,,150
DOWELLS LUGS CUS ENDSLEEVE  0.5MM,DOWELLS,Pkt,40,,40
DOWELLS LUGS CUS ENDSLEEVE  0.75MM,DOWELLS,Pkt,50,,50
DOWELLS LUGS CUS ENDSLEEVE  1.0MM,DOWELLS,Pkt,50,,50
DOWELLS LUGS CUS ENDSLEEVE  1.5MM,DOWELLS,Pkt,75,,75
DOWELLS LUGS CUS ENDSLEEVE  2.5MM,DOWELLS,Pkt,100,,100
DOWELLS LUGS CUS ENDSLEEVE  2.5MMx2 TWIN,DOWELLS,Pkt,120,,120
DOWELLS LUGS CUS ENDSLEEVE  4.0MM,DOWELLS,Pkt,100,,100
DOWELLS LUGS CUS ENDSLEEVE  4.0MMx2 TWIN,DOWELLS,Pkt,200,,200
DOWELLS LUGS CUS ENDSLEEVE  6.0MM,DOWELLS,Pkt,120,,120
DOWELLS LUGS CUS FORK  1.5MM,DOWELLS,Nos,3,,3
DOWELLS LUGS CUS FORK  2.5MM,DOWELLS,Nos,3,,3
DOWELLS LUGS CUS FORK  4-6MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS HOLE   6MM,DOWELLS,Nos,8,,8
DOWELLS LUGS CUS HOLE  10MM,DOWELLS,Nos,10,,10
DOWELLS LUGS CUS HOLE  16MM,DOWELLS,Nos,15,,15
DOWELLS LUGS CUS HOLE  25MM,DOWELLS,Nos,20,,20
DOWELLS LUGS CUS HOLE  35MM,DOWELLS,Nos,25,,25
DOWELLS LUGS CUS HOLE  50MM,DOWELLS,Nos,35,,35
DOWELLS LUGS CUS HOLE  70MM,DOWELLS,Nos,60,,60
DOWELLS LUGS CUS HOLE  95MM,DOWELLS,Nos,85,,85
DOWELLS LUGS CUS HOLE 120MM,DOWELLS,Nos,110,,110
DOWELLS LUGS CUS HOLE 150MM,DOWELLS,Nos,150,,150
DOWELLS LUGS CUS HOLE 185MM,DOWELLS,Nos,230,,230
DOWELLS LUGS CUS INLINE   2.5MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS INLINE   4.0MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS INLINE   6.0MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS INLINE  10.0MM,DOWELLS,Nos,10,,10
DOWELLS LUGS CUS INLINE  16.0MM,DOWELLS,Nos,15,,15
DOWELLS LUGS CUS INLINE  25.0MM,DOWELLS,Nos,20,,20
DOWELLS LUGS CUS INLINE  35.0MM,DOWELLS,Nos,35,,35
DOWELLS LUGS CUS PIN  1.5MM,DOWELLS,Nos,3,,3
DOWELLS LUGS CUS PIN  2.5MM,DOWELLS,Nos,3,,3
DOWELLS LUGS CUS PIN  4MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS PIN  6MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS PIN 10MM,DOWELLS,Nos,10,,10
DOWELLS LUGS CUS PIN 16MM,DOWELLS,Nos,15,,15
DOWELLS LUGS CUS PIN 25MM,DOWELLS,Nos,30,,30
DOWELLS LUGS CUS PIN 35MM,DOWELLS,Nos,40,,40
DOWELLS LUGS CUS PIN 50MM,DOWELLS,Nos,55,,55
DOWELLS LUGS CUS PIN 70MM,DOWELLS,Nos,80,,80
DOWELLS LUGS CUS PIN 95MM,DOWELLS,Nos,120,,120
DOWELLS LUGS CUS RING   1.5MM,DOWELLS,Nos,2.5,,2.5
DOWELLS LUGS CUS RING   2.5MM,DOWELLS,Nos,3,,3
DOWELLS LUGS CUS RING   4MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS RING   6MM,DOWELLS,Nos,5,,5
DOWELLS LUGS CUS RING   6MM-L10,DOWELLS,Nos,10,,10
DOWELLS LUGS CUS RING  10MM,DOWELLS,Nos,15,,15
DOWELLS LUGS CUS RING  16MM,DOWELLS,Nos,20,,20
DOWELLS LUGS CUS RING  25MM,DOWELLS,Nos,30,,30
DOWELLS LUGS CUS RING  35MM,DOWELLS,Nos,40,,40
DOWELLS LUGS CUS RING  50MM,DOWELLS,Nos,50,,50
DOWELLS LUGS CUS RING  70MM,DOWELLS,Nos,70,,70
DOWELLS LUGS CUS RING  95MM,DOWELLS,Nos,100,,100
DOWELLS LUGS CUS RING 120MM,DOWELLS,Nos,130,,130
DR. BECK THINNER 205,INDL,Pcs,257,,257
DR. BECK VARNISH BECKTOL RED 1KG,INDL,Pcs,295,,295
EAPL TIMER A1D1-X,INDL,Nos,940,,940
EAPL TIMER A1DS,INDL,Nos,850,,850
EAPL TIMER B1DCA-X,INDL,Nos,1450,,1450
EARTH WIRE COPPER,CABLES,Kgs,1250,,1250
EARTHING COMPOUND 10KG,GI,Bag,320,,320
EARTHING COMPOUND 25KG,GI,Bag,800,,800
EARTHING ELECTRODE 1 Mtr Cu/GI,GI,Nos,1560,,1560
EARTHING ELECTRODE 2 Mtr Cu/GI,GI,Nos,2200,,2200
EARTHING ELECTRODE 3 Mtr Cu/GI,GI,Nos,3400,,3400
EARTHING PIT COVER FRP,INDL,Nos,300,,300
EC-913715278501-EcoLink Ding Dong Door,Signify Innovations India Limited,PCE,,,
EC-915006309901-9W EcoLink Emergency LE,Signify Innovations India Limited,PCE,,,
EC-915006368301-EcoLink 240 LED Strip C,Signify Innovations India Limited,PCE,,,
EC-919415911052-200W EcoLink Flood (CW),EcoLink EC,PCE,,,
EC-919615898412-EcoLink Marvel 20W CDL,Signify Innovations India Limited,PCE,,,
EC-928005405463-36W EcoLink StarLight T,Others EC,PCE,,,
EC-929001957308-6W EcoLink Tiltable Spo,EcoLink EC,PCE,,,
EC-929003169101-3W EcoLink 2 inch LED D,EcoLink EC,PCE,,,
EC-929003674911-EcoLink 14W WW B22,Signify Innovations India Limited,PCE,,,
EC-929003696801-15W ECOLINK Full Glow L,Signify Innovations India Limited,PCE,,,
EC-929003719401-12W EcoLink Square Slim,Signify Innovations India Limited,PCE,,,
EC-929003844301-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
EC-929003844401-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
EC-929003844501-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
EC-929003844601-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
EC-929003844701-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
EC-929003844801-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
EC-929004579301-EcoLink 3W 2 inch JB LE,Signify Innovations India Limited,PCE,,,
ECOLINK LED LAMP  9 WATT - CW,EcoLink EC,Nos,40,,40
ECOLINK LED LAMP  9 WATT - WW,EcoLink EC,Nos,100,,100
ECOLINK LED LAMP  9 WATT BACKUP,EcoLink EC,Nos,250,,250
ECOLINK LED LAMP 12 WATT - CW,EcoLink EC,Nos,70,,70
ECOLINK LED LAMP 14 WATT - CW,EcoLink EC,Nos,90,,90
ECOLINK LED LAMP 14 WATT BACKUP,EcoLink EC,Nos,350,,350
ECOLINK LED LAMP 18 WATT - CW,EcoLink EC,Nos,180,,180
ECOLINK LED LAMP 20 WATT BACKUP,EcoLink EC,Nos,600,,600
ECOLINK LED LAMP 22 WATT - CW,EcoLink EC,Nos,230,,230
ECOLINK LED LAMP 36 WATT,EcoLink EC,Nos,300,,300
ECOLINK LED LAMP 45 WATT,EcoLink EC,Nos,390,,390
ECOLINK LED LAMP 55 WATT,EcoLink EC,Nos,480,,480
"ECOLINK LED PANEL METAL 15W-6-RD-CW""",EcoLink EC,Nos,420,,420
"ECOLINK LED PANEL METAL 15W-6-SQ-CW""",EcoLink EC,Nos,420,,420
"ECOLINK LED PANEL METAL 18W-7-RD-CW""",EcoLink EC,Nos,530,,530
"ECOLINK LED PANEL METAL 18W-7-SQ-CW""",EcoLink EC,Nos,530,,530
ECOLINK MULTI PLUG 4 Way,EcoLink EC,Nos,200,,200
ECOLINK POWERSTRIP 4+1-10 Ft.,EcoLink EC,Nos,300,,300
ECOLINK ROPE LIGHT 120LED-WW,EcoLink EC,Mtr,80,,80
ECOLINK ROPE LIGHT ADOPTER KIT,EcoLink EC,Nos,175,,175
ECOLINK WATER LEVEL BELL,EcoLink EC,Nos,350,,350
ELANTAS BECK HARDENER EH411,INDL,Kgs,490,,490
ELANTAS BECK INSULATING MATERIAL,INDL,Nos,490,,490
ELANTAS BECK VARNISH ELMOLUFT 1-A-GOLDEN,INDL,Ltr,700,,700
ELANTAS BECK VARNISH F-50 1KG,INDL,Nos,700,,700
ELANTAS BECK VARNISH GELCOAT RED 1KG,INDL,Pcs,1300,,1300
ELE SIREN 1 MILE,INDL,Nos,4500,,4500
ELE SIREN 1/2 MILE,INDL,Nos,4000,,4000
ELECTRIC KETTLE,APPLIANCES,Nos,1600,,1600
ELECTRICAL FAN,FANS,Nos,2000,,2000
ELECTRICAL PANEL,INDL,Nos,60000,,60000
ELECTRICAL WIRE/CABLE,FINOLEX FLEX,Mtr,400,,400
ELLEYS MCB DB SPN  8W DD,HIFI,Nos,1150,,1150
ELLEYS MCB DB SPN 10W DD,HIFI,Nos,1250,,1250
ELLEYS MCB DB SPN 12W DD,HIFI,Nos,1400,,1400
ELLEYS MCB DB SPN 16W DD,HIFI,Nos,1650,,1650
ELMEASURE ATS,INDL,Nos,44500,,44500
ELMEASURE ATS 160A,INDL,Nos,28650,,28650
ELMEX CONNECTOR CBT-250,INDL,Nos,260,,260
ELMEX CONNECTOR CST-35L,INDL,Nos,140,,140
ELMEX CONNECTOR CST-70L,INDL,Nos,240,,240
ELMEX CONNECTOR CST-95L,INDL,Nos,350,,350
ELMEX CONNECTOR DPBB-120,INDL,Nos,350,,350
ELMEX CONNECTOR DPBB50,INDL,Nos,160,,160
ELMEX CONNECTOR DPBB-70,INDL,Nos,190,,190
ELMEX CONNECTOR KUT- 2.5,INDL,Nos,15,,15
ELMEX CONNECTOR KUT- 4,INDL,Nos,12,,12
ELMEX CONNECTOR KUT- 6,INDL,Nos,15,,15
ELMEX CONNECTOR KUT-10,INDL,Nos,25,,25
ELMEX CONNECTOR KUT-16,INDL,Nos,35,,35
ELMEX CONNECTOR KUT-25,INDL,Nos,50,,50
ELMEX CONNECTOR KUT-35,INDL,Nos,105,,105
ELMEX CONNECTOR KUT-50,INDL,Nos,220,,220
ELMEX END PLATE,INDL,Nos,15,,15
EMPIRE TAPE,INDL,Nos,90,,90
EPCOS CAPACITOR  2.25MFD,EPCOS,Nos,30,,30
EPCOS CAPACITOR  2.5MFD,EPCOS,Nos,30,,30
EPCOS CAPACITOR  3.15MFD,EPCOS,Nos,30,,30
EPCOS CAPACITOR  4 MFD,EPCOS,Nos,40,,40
EPCOS CAPACITOR  5 MFD,EPCOS,Nos,50,,50
EPCOS CAPACITOR 10 MFD,EPCOS,Nos,50,,50
EPCOS CAPACITOR 16 MFD,EPCOS,Nos,100,,100
EPCOS CAPACITOR 20 MFD,EPCOS,Nos,90,,90
EPCOS CAPACITOR 25 MFD,EPCOS,Nos,100,,100
EPCOS CAPACITOR 33 MFD,EPCOS,Nos,170,,170
EPCOS CAPACITOR 36 MFD,EPCOS,Nos,130,,130
EPCOS CAPACITOR 42 MFD,EPCOS,Nos,200,,200
EPCOS CAPACITOR 45 MFD,EPCOS,Nos,200,,200
EPCOS CAPACITOR 50 MFD,EPCOS,Nos,170,,170
"FAN DOWNROD 12"",GI,Nos,36.00,,36.00
FAN DOWNROD 15""""",GI,Nos,45,,45
"FAN DOWNROD 18"",GI,Nos,54.00,,54.00
FAN DOWNROD 21""""",GI,Nos,63,,63
"FAN DOWNROD 24"",GI,Nos,72.00,,72.00
FAN DOWNROD 30""""",GI,Nos,90,,90
"FAN DOWNROD 36"",GI,Nos,108.00,,108.00
FAN DOWNROD 42""""",GI,Nos,126,,126
"FAN DOWNROD 48"",GI,Nos,144.00,,144.00
FAN DOWNROD 60""""",GI,Nos,180,,180
"FAN DOWNROD 72"",GI,Nos,216.00,,216.00
FAN REG 1M 100W 4 STEP BL CL""",6790,Numbers,,,
FAN REG 1M 100W 4 STEP TI CL,6790,Numbers,,,
FAN REGULATOR 2M -,ACC,Nos,500,45,275
FAN SPARE,FANS,Nos,500,,500
FASTENER D TYPE,General,Nos,60,,60
FASTENER for FAN,General,Nos,35,,35
FINOLEX 3C FLAT 1.5 SQ.MM,FINOLEX 3CF,Mtr,95,,95
FINOLEX 3C FLAT 2.5 SQ.MM,FINOLEX 3CF,Mtr,150,,150
FINOLEX 3C FLAT 4.0 SQ.MM,FINOLEX 3CF,Mtr,210,,210
FINOLEX 3C FLAT 6.0 SQ.MM,FINOLEX 3CF,Mtr,315,,315
FINOLEX ALU AMD CABLE  2C X  6SQ.MM,FINOLEX AMD,Mtr,89,,89
FINOLEX ALU AMD CABLE  4C X 10SQ.MM,FINOLEX AMD,Mtr,180,,180
FINOLEX ALU AMD CABLE  4C X 16SQ.MM,FINOLEX AMD,Mtr,195,,195
FINOLEX ALU AMD CABLE 3.5C X 25SQ.MM,FINOLEX AMD,Mtr,250,,250
FINOLEX ALU AMD CABLE 3.5C X 35SQ.MM,FINOLEX AMD,Mtr,315,,315
FINOLEX ALU AMD CABLE 3.5C X 50SQ.MM,FINOLEX AMD,Mtr,435,,435
FINOLEX ALU AMD CABLE 3.5C X 70SQ.MM,FINOLEX AMD,Mtr,590,,590
FINOLEX ALU AMD CABLE 3.5C X 95SQ.MM,FINOLEX AMD,Mtr,790,,790
FINOLEX ALU AMD CABLE 3.5C X120SQ.MM,FINOLEX AMD,Mtr,990,,990
FINOLEX ALU AMD CABLE 3.5C X150SQ.MM,FINOLEX AMD,Mtr,1160,,1160
FINOLEX ALU AMD CABLE 3.5C X185SQ.MM,FINOLEX AMD,Mtr,1500,,1500
FINOLEX ALU AMD CABLE 3.5C X240SQ.MM,FINOLEX AMD,Mtr,1880,,1880
FINOLEX ALU AMD CABLE 3.5C X300SQ.MM,FINOLEX AMD,Mtr,2315,,2315
FINOLEX ALU UNAMD CABLE 3C X 10 SQ.MM,FINOLEX AMD,Mtr,100,,100
FINOLEX ALU UNAMD CABLE 3C X 16 SQ.MM,FINOLEX AMD,Mtr,140,,140
FINOLEX ALU UNAMD CABLE 4C X  6 SQ.MM,FINOLEX AMD,Mtr,95,,95
FINOLEX ALU UNAMD CABLE 4C X 10 SQ.MM,FINOLEX AMD,Mtr,125,,125
FINOLEX BEND  25MM IVORY HEAVY,PIPE & ACC,Nos,10,,10
FINOLEX CCTV CABLE 3+1 HD,FINOLEX COMM,Mtr,40,,40
FINOLEX CCTV CABLE NEW 3+1 - 90 Mtr,FINOLEX COMM,Coil,1530,,1530
FINOLEX CCTV CABLE NEW 3+1 -90 Mtr,FINOLEX COMM,Mtr,22,,22
FINOLEX CU AMD CABLE 2C X 1.5SQ.MM,FINOLEX AMD,Mtr,104,,104
FINOLEX CU AMD CABLE 2C X 2.5SQ.MM,FINOLEX AMD,Mtr,145,,145
FINOLEX CU AMD CABLE 3C X 1.5SQ.MM,FINOLEX AMD,Mtr,130,,130
FINOLEX CU AMD CABLE 3C X 2.5SQ.MM,FINOLEX AMD,Mtr,190,,190
FINOLEX CU AMD CABLE 3C X 4.0SQ.MM,FINOLEX AMD,Mtr,280,,280
FINOLEX CU AMD CABLE 4C X 1.5SQ.MM,FINOLEX AMD,Mtr,165,,165
FINOLEX CU AMD CABLE 4C X 2.5SQ.MM,FINOLEX AMD,Mtr,250,,250
FINOLEX CU AMD CABLE 4C X 4.0SQ.MM,FINOLEX AMD,Mtr,370,,370
FINOLEX CU AMD CABLE 4C X 6.0SQ.MM,FINOLEX AMD,Mtr,525,,525
"FINOLEX FAN BRINLEY 48 MATT BLK WOOD""",CROMPTON FANS,Nos,3000,,3000
"FINOLEX FAN BRINLEY 48 MIST GOLD COPPER""",CROMPTON FANS,Nos,2800,,2800
FINOLEX FLEX. CABLE 2Cx0.5 SQ.MM,FINOLEX FLEX,Mtr,27,,27
FINOLEX FLEX. CABLE 2Cx0.75 SQ.MM,FINOLEX FLEX,Mtr,36,,36
FINOLEX FLEX. CABLE 2Cx1.0 SQ.MM,FINOLEX FLEX,Mtr,46,,46
FINOLEX FLEX. CABLE 2Cx1.5 SQ.MM,FINOLEX FLEX,Mtr,63,,63
FINOLEX FLEX. CABLE 2Cx2.5 SQ.MM,FINOLEX FLEX,Mtr,101,,101
FINOLEX FLEX. CABLE 2Cx4.0 SQ.MM,FINOLEX FLEX,Mtr,160,,160
FINOLEX FLEX. CABLE 3Cx0.5 SQ.MM,FINOLEX FLEX,Mtr,36,,36
FINOLEX FLEX. CABLE 3Cx0.75 SQ.MM,FINOLEX FLEX,Mtr,50,,50
FINOLEX FLEX. CABLE 3Cx1.0 SQ.MM,FINOLEX FLEX,Mtr,63,,63
FINOLEX FLEX. CABLE 3Cx1.5 SQ.MM,FINOLEX FLEX,Mtr,88,,88
FINOLEX FLEX. CABLE 3Cx2.5 SQ.MM,FINOLEX FLEX,Mtr,142,,142
FINOLEX FLEX. CABLE 3Cx4.0 SQ.MM,FINOLEX FLEX,Mtr,226,,226
FINOLEX FLEX. CABLE 4Cx 0.75 SQ.MM,FINOLEX FLEX,Mtr,64,,64
FINOLEX FLEX. CABLE 4Cx 1.0 SQ.MM,FINOLEX FLEX,Mtr,82,,82
